,Village,Block,District,Latitude,Longitude
1749,Mahil,Sonahatu,Ranchi,23.151540756225586,85.80998992919922
1750,Mahuldih,Sonahatu,Ranchi,23.178829193115234,85.86007690429688
1751,Mankidih,Sonahatu,Ranchi,23.167560577392578,85.86306762695312
1752,Marangikir,Sonahatu,Ranchi,23.196910858154297,85.70442962646484
1753,Marchadih,Sonahatu,Ranchi,23.2185001373291,85.78494262695312
1754,Nakidih,Sonahatu,Ranchi,23.188419342041016,85.67752075195312
1755,Napra,Sonahatu,Ranchi,23.184919357299805,85.80074310302734
1756,Nimdih,Sonahatu,Ranchi,23.204710006713867,85.69310760498047
1757,Pandadih,Sonahatu,Ranchi,23.17011070251465,85.82498168945312
1758,Paramjarea,Sonahatu,Ranchi,23.230859756469727,85.79187774658203
1759,Parariadih,Sonahatu,Ranchi,23.196910858154297,85.70442962646484
1760,Poadiri,Sonahatu,Ranchi,23.196910858154297,85.70442962646484
1761,Poring Chauli,Sonahatu,Ranchi,23.239370346069336,85.77577209472656
1762,Rangadih,Sonahatu,Ranchi,23.187349319458008,85.72418975830078
1763,Rugri,Sonahatu,Ranchi,23.182350158691406,85.82392883300781
1764,Saelband,Sonahatu,Ranchi,23.20302963256836,85.73384857177734
1765,Salsud,Sonahatu,Ranchi,23.196910858154297,85.70442962646484
1766,Saread,Sonahatu,Ranchi,23.20330047607422,85.7272720336914
1767,Sarmali,Sonahatu,Ranchi,23.177440643310547,85.7159423828125
1768,Serenghatu,Sonahatu,Ranchi,23.20557975769043,85.67095947265625
1769,Sigid,Sonahatu,Ranchi,23.203630447387695,85.77153015136719
1770,Somadih,Sonahatu,Ranchi,23.21718978881836,85.80766296386719
1771,Sonahatu,Sonahatu,Ranchi,23.188966751098633,85.70697784423828
1772,Tetla,Sonahatu,Ranchi,23.24884033203125,85.7667465209961
1773,Tetwadih,Sonahatu,Ranchi,23.196910858154297,85.70442962646484
1774,Ulidih,Sonahatu,Ranchi,23.196910858154297,85.70442962646484
1775,Achudih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1776,Agra,Tamar I,Ranchi,23.078889846801758,85.66532135009766
1777,Amhesa,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1778,Arahanga,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1779,Babaikundi,Tamar I,Ranchi,23.050260543823242,85.69342041015625
1780,Baburamdih,Tamar I,Ranchi,23.00775909423828,85.79585266113281
1781,Badla,Tamar I,Ranchi,23.055950164794922,85.65415954589844
1782,Bagaldih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1783,Baghai,Tamar I,Ranchi,22.982149124145508,85.64408111572266
1784,Banki,Tamar I,Ranchi,23.055950164794922,85.65415954589844
1785,Baredih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1786,Barlanga,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1787,Barnian,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1788,Baru,Tamar I,Ranchi,23.076200485229492,85.69671630859375
1789,Barukande,Tamar I,Ranchi,23.055950164794922,85.65415954589844
1790,Bhuradih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1791,Bhursudih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1792,Binsaidih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1793,Birdih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1794,Birgaon,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1795,Bodhdih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1796,Burudih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1797,Burudih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1798,Burudih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1799,Burudih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1800,Burudih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1801,Buruhatu,Tamar I,Ranchi,22.920440673828125,85.82695007324219
1802,Bususingu,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1803,Chatamsal,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1804,Chayadih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1805,Chipibandhdih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1806,Chirudih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1807,Chogadih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1808,Darida,Tamar I,Ranchi,22.965349197387695,85.826171875
1809,Daruara,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1810,Degadari,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1811,Dero,Tamar I,Ranchi,23.091529846191406,85.70330047607422
1812,Dimbudih,Tamar I,Ranchi,23.13800048828125,85.73047637939453
1813,Dimbujarda,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1814,Dimra,Tamar I,Ranchi,23.00547981262207,85.67224884033203
1815,Diuri,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1816,Domodih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1817,Domra,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1818,Dongidih,Tamar I,Ranchi,22.98447036743164,85.67604064941406
1819,Dubla,Tamar I,Ranchi,23.0899600982666,85.64447784423828
1820,Dulmi,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1821,Edeldih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1822,Gango,Tamar I,Ranchi,22.95694923400879,85.79747009277344
1823,Geredih,Tamar I,Ranchi,24.187110900878906,86.30464172363281
1824,Gondadih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1825,Gumandih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1826,Gumti,Tamar I,Ranchi,23.055950164794922,85.65415954589844
1827,Gurha,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1828,Gutibaru,Tamar I,Ranchi,22.98443031311035,85.75296783447266
1829,Haradih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1830,Haranlohar,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1831,Hurundih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1832,Ichadih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1833,Jahartikar,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1834,Jamdih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1835,Janumpiri,Tamar I,Ranchi,23.093759536743164,85.68019104003906
1836,Japno,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1837,Jaradih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1838,Jargo,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1839,Jegodakai,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1840,Jhargaon,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1841,Jhatgaon,Tamar I,Ranchi,23.055950164794922,85.65415954589844
1842,Jiling Sereng,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1843,Jogaisigu,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1844,Jojodih,Tamar I,Ranchi,23.0849609375,85.62035369873047
1845,Kadamdih,Tamar I,Ranchi,22.98862075805664,85.76834869384766
1846,Karamdiri,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1847,Kheduadih Alias Dindlidih,Tamar I,Ranchi,23.121570587158203,85.71087646484375
1848,Kitadih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1849,Koijanigurha,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1850,Kokadih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1851,Kokadih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1852,Kothadih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1853,Kubasal,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1854,Kudda,Tamar I,Ranchi,22.93181037902832,85.83159637451172
1855,Kuehru,Tamar I,Ranchi,23.055950164794922,85.65415954589844
1856,Kundla,Tamar I,Ranchi,22.97907066345215,85.70886993408203
1857,Kurchudih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1858,Kurkutia,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1859,Kutachauli,Tamar I,Ranchi,22.98744010925293,85.73036193847656
1860,Lankiya,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1861,Lodhma,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1862,Lohri,Tamar I,Ranchi,23.028249740600586,85.70809173583984
1863,Londra,Tamar I,Ranchi,23.02606964111328,85.7232437133789
1864,Lungtu,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1865,Madhudih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1866,Majhildih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1867,Makramdih,Tamar I,Ranchi,22.93855094909668,85.84561157226562
1868,Malhan Bhuidih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1869,Mankidih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1870,Mankidih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1871,Mardhan,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1872,Mithudih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1873,Murpa,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1874,Nowadih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1875,Nuridih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1876,Palna,Tamar I,Ranchi,23.02461051940918,85.8053970336914
1877,Papirda,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1878,Paramdih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1879,Parasi,Tamar I,Ranchi,22.998050689697266,85.71260833740234
1880,Patsahidih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1881,Peraidih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1882,Peyakuli,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1883,Poradih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1884,Pundidiri,Tamar I,Ranchi,23.01106071472168,85.65603637695312
1885,Rabo,Tamar I,Ranchi,23.055950164794922,85.65415954589844
1886,Ragrabaranga,Tamar I,Ranchi,23.100929260253906,85.7220230102539
1887,Rargaon,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1888,Rolabera,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1889,Roladih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1890,Rugri,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1891,Sarjamdih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1892,Sarjamdih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1893,Sarmali,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1894,Sosodih,Tamar I,Ranchi,23.10403060913086,85.71446990966797
1895,Taladih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1896,Tamar,Tamar I,Ranchi,23.055654525756836,85.65534210205078
1897,Tamrana,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1898,Tarai,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1899,Timpur,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1900,Toranga,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1901,Udaidih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1902,Ulidih,Tamar I,Ranchi,23.350589752197266,85.31375885009766
1903,Ulilohar,Tamar I,Ranchi,23.350589752197266,85.31375885009766
