,Village,Block,District,Latitude,Longitude
1368,Ithe,Namkum,Ranchi,23.2821102142334,85.35562133789062
1369,Jamchuan,Namkum,Ranchi,23.256250381469727,85.45552825927734
1370,Jamgain,Namkum,Ranchi,23.25016975402832,85.26325988769531
1371,Jaratoli,Namkum,Ranchi,23.323230743408203,85.38313293457031
1372,Jareya,Namkum,Ranchi,23.242530822753906,85.47360229492188
1373,Jojosiring,Namkum,Ranchi,23.26661,85.28576
1374,Jorar(Todar),Namkum,Ranchi,23.2281494140625,85.29566955566406
1375,Jordag,Namkum,Ranchi,23.323230743408203,85.38313293457031
1376,Kachbang,Namkum,Ranchi,23.33861,85.32677
1377,Kakra,Namkum,Ranchi,23.187280654907227,85.4545669555664
1378,Karkata,Namkum,Ranchi,23.205429077148438,85.34877014160156
1379,Kewali,Namkum,Ranchi,23.324129104614258,85.40350341796875
1380,Kharsidag,Namkum,Ranchi,23.265539169311523,85.3689193725586
1381,Khijri,Namkum,Ranchi,23.322162628173828,85.37025451660156
1382,Kiski,Namkum,Ranchi,23.235740661621094,85.33196258544922
1383,Koenribera,Namkum,Ranchi,23.241119384765625,85.3879165649414
1384,Kolad,Namkum,Ranchi,23.190879821777344,85.40904235839844
1385,Kudagara,Namkum,Ranchi,23.251840591430664,85.53656005859375
1386,Kute Toli,Namkum,Ranchi,23.306089401245117,85.34314727783203
1387,Kutiatu,Namkum,Ranchi,23.290830612182617,85.38349151611328
1388,Lali,Namkum,Ranchi,23.299560546875,85.4869384765625
1389,Lalkhatanga,Namkum,Ranchi,23.26435089111328,85.34580993652344
1390,Lodhma,Namkum,Ranchi,23.323230743408203,85.38313293457031
1391,Mahilong,Namkum,Ranchi,23.35256004333496,85.42550659179688
1392,Malti,Namkum,Ranchi,23.267929077148438,85.39643096923828
1393,Mangubadh,Namkum,Ranchi,23.323230743408203,85.38313293457031
1394,Mariyatu,Namkum,Ranchi,23.27800941467285,85.35594940185547
1395,Merha(Metha),Namkum,Ranchi,23.323230743408203,85.38313293457031
1396,Nachaldag,Namkum,Ranchi,23.19577980041504,85.36837768554688
1397,Nichitpur-Raydih,Namkum,Ranchi,23.185199737548828,85.3279037475586
1398,Oberiya,Namkum,Ranchi,23.323230743408203,85.38313293457031
1399,Palandu,Namkum,Ranchi,23.29254913330078,85.40503692626953
1400,Pindarkam,Namkum,Ranchi,23.323230743408203,85.38313293457031
1401,Pindarkom,Namkum,Ranchi,23.28388023376465,85.38375091552734
1402,Rampur,Namkum,Ranchi,23.27750015258789,85.41454315185547
1403,Rurungkocha,Namkum,Ranchi,23.23335075378418,85.38368225097656
1404,Saheda,Namkum,Ranchi,23.213520050048828,85.31983947753906
1405,Sahera,Namkum,Ranchi,23.284040451049805,85.38443756103516
1406,Saparom,Namkum,Ranchi,23.239709854125977,85.40825653076172
1407,Sarwal,Namkum,Ranchi,23.265850067138672,85.40338897705078
1408,Sidraul,Namkum,Ranchi,23.306840896606445,85.3935317993164
1409,Siladon,Namkum,Ranchi,23.243160247802734,85.28536987304688
1410,Silwai,Namkum,Ranchi,23.323230743408203,85.38313293457031
1411,Singarsarai,Namkum,Ranchi,23.21122932434082,85.42852020263672
1412,Siri,Namkum,Ranchi,23.215370178222656,85.34587860107422
1413,Sithia,Namkum,Ranchi,23.28429,85.27247
1414,Sohdag,Namkum,Ranchi,23.248159408569336,85.24935150146484
1415,Sorha(Sotha),Namkum,Ranchi,23.225969314575195,85.32473754882812
1416,Sukurhuttu,Namkum,Ranchi,23.245210647583008,85.29508209228516
1417,Tanko,Namkum,Ranchi,23.263669967651367,85.33071899414062
1418,Tati (CT),Namkum,Ranchi,23.323230743408203,85.38313293457031
1419,Tetri,Namkum,Ranchi,23.266630172729492,85.38284301757812
1420,Tumbaguttu,Namkum,Ranchi,23.30360984802246,85.36260986328125
1421,Tunju,Namkum,Ranchi,23.19264030456543,85.36612701416016
1422,Ulatu,Namkum,Ranchi,23.309650421142578,85.40846252441406
1423,Ulatu,Namkum,Ranchi,23.309650421142578,85.40846252441406
1424,Ulidih,Namkum,Ranchi,23.240150451660156,85.45246124267578
1425,Upardahu,Namkum,Ranchi,23.240320205688477,85.26455688476562
1426,Anandi,Ormanjhi,Ranchi,23.48720932006836,85.4804916381836
1427,Ara,Ormanjhi,Ranchi,23.52720069885254,85.44161224365234
1428,Baghinbanda,Ormanjhi,Ranchi,23.51634979248047,85.47509002685547
1429,Banlotwa,Ormanjhi,Ranchi,23.5093994140625,85.5592269897461
1430,Bargainbanda,Ormanjhi,Ranchi,23.529949188232422,85.48184204101562
1431,Baridihi,Ormanjhi,Ranchi,23.478790283203125,85.50292205810547
1432,Bartua,Ormanjhi,Ranchi,23.527259826660156,85.52510070800781
1433,Barwe,Ormanjhi,Ranchi,23.486440658569336,85.4311294555664
1434,Bhusur,Ormanjhi,Ranchi,23.479839324951172,85.55655670166016
1435,Bijang,Ormanjhi,Ranchi,23.523099899291992,85.45410919189453
1436,Bundu,Ormanjhi,Ranchi,23.49898910522461,85.3702392578125
1437,Chakla,Ormanjhi,Ranchi,23.48720932006836,85.4804916381836
1438,Chandra,Ormanjhi,Ranchi,23.514829635620117,85.3667984008789
1439,Chapabar(Chapawar),Ormanjhi,Ranchi,23.508180618286133,85.44454193115234
1440,Chapra Kocha,Ormanjhi,Ranchi,23.511680603027344,85.45211791992188
1441,Charo,Ormanjhi,Ranchi,23.49428939819336,85.58656311035156
1442,Chetarbari,Ormanjhi,Ranchi,23.496599197387695,85.51172637939453
1443,Chultupalu,Ormanjhi,Ranchi,23.54589080810547,85.50140380859375
1444,Dahu,Ormanjhi,Ranchi,23.48720932006836,85.4804916381836
1445,Dardag,Ormanjhi,Ranchi,23.48720932006836,85.4804916381836
1446,Datma(Utma),Ormanjhi,Ranchi,23.47895050048828,85.54654693603516
1447,Dhakjiban,Ormanjhi,Ranchi,23.515060424804688,85.39900207519531
1448,Dunde,Ormanjhi,Ranchi,23.48720932006836,85.4804916381836
1449,Dundun,Ormanjhi,Ranchi,23.529460906982422,85.38751220703125
1450,Gagari,Ormanjhi,Ranchi,23.49517059326172,85.4548568725586
1451,Ganeshpur,Ormanjhi,Ranchi,23.52297019958496,85.53253173828125
1452,Gunja,Ormanjhi,Ranchi,23.526859283447266,85.41058349609375
1453,Gurgain,Ormanjhi,Ranchi,23.48720932006836,85.4804916381836
1454,Guru,Ormanjhi,Ranchi,23.496219635009766,85.51937103271484
1455,Halbadi,Ormanjhi,Ranchi,23.550199508666992,85.47676086425781
1456,Harchanda,Ormanjhi,Ranchi,23.48720932006836,85.4804916381836
1457,Hatwal,Ormanjhi,Ranchi,23.469449996948242,85.51483917236328
1458,Hesatu,Ormanjhi,Ranchi,23.48720932006836,85.4804916381836
1459,Hethnagru,Ormanjhi,Ranchi,23.492630004882812,85.56002044677734
1460,Hindebili,Ormanjhi,Ranchi,23.498910903930664,85.5672607421875
1461,Hindebilli,Ormanjhi,Ranchi,23.498910903930664,85.5672607421875
1462,Hochai,Ormanjhi,Ranchi,23.49968910217285,85.3891830444336
1463,Hurputoli(Haruptoli),Ormanjhi,Ranchi,23.446630477905273,85.54606628417969
1464,Hutup,Ormanjhi,Ranchi,23.48720932006836,85.4804916381836
1465,Ichadag,Ormanjhi,Ranchi,23.538339614868164,85.47563171386719
1466,Irba (CT),Ormanjhi,Ranchi,23.48720932006836,85.4804916381836
1467,Jaidiha,Ormanjhi,Ranchi,23.53306007385254,85.54708099365234
1468,Jaruadihi,Ormanjhi,Ranchi,23.48720932006836,85.4804916381836
1469,Jawabera,Ormanjhi,Ranchi,23.545900344848633,85.39550018310547
1470,Jhiri,Ormanjhi,Ranchi,23.48638916015625,85.49830627441406
1471,Jidu,Ormanjhi,Ranchi,23.52014923095703,85.48689270019531
1472,Jirabar (Jirawar),Ormanjhi,Ranchi,23.495800018310547,85.40013885498047
1473,Kamta,Ormanjhi,Ranchi,23.490570068359375,85.42172241210938
1474,Karma,Ormanjhi,Ranchi,23.48720932006836,85.4804916381836
1475,Keram,Ormanjhi,Ranchi,23.535980224609375,85.44425201416016
1476,Kesharbera,Ormanjhi,Ranchi,23.51725959777832,85.39389038085938
1477,Khatanga,Ormanjhi,Ranchi,23.489479064941406,85.46446990966797
1478,Khudiya,Ormanjhi,Ranchi,23.491430282592773,85.53643035888672
1479,Koalu (Qalu),Ormanjhi,Ranchi,23.50564956665039,85.50459289550781
1480,Koilari,Ormanjhi,Ranchi,23.48720932006836,85.4804916381836
1481,Kuchu,Ormanjhi,Ranchi,23.50632095336914,85.4152603149414
1482,Kukui,Ormanjhi,Ranchi,23.519460678100586,85.43898010253906
1483,Kulhi,Ormanjhi,Ranchi,23.48720932006836,85.4804916381836
1484,Kurum,Ormanjhi,Ranchi,23.510509490966797,85.52232360839844
1485,Kute,Ormanjhi,Ranchi,23.498600006103516,85.52818298339844
1486,Lotwa,Ormanjhi,Ranchi,23.49213981628418,85.53121185302734
1487,Lupunga,Ormanjhi,Ranchi,23.51841926574707,85.46057891845703
1488,Madkama(Madhukama),Ormanjhi,Ranchi,23.53791046142578,85.37361145019531
1489,Manatu,Ormanjhi,Ranchi,23.531879425048828,85.50016784667969
1490,Mandro(Mandroh),Ormanjhi,Ranchi,23.51457977294922,85.42740631103516
1491,Matatu (Manatu),Ormanjhi,Ranchi,23.531879425048828,85.50016784667969
1492,Mayapur,Ormanjhi,Ranchi,23.50568962097168,85.37033081054688
1493,Muta,Ormanjhi,Ranchi,23.512569427490234,85.55059814453125
1494,Ormanjhi,Ormanjhi,Ranchi,23.48720932006836,85.4804916381836
1495,Palu,Ormanjhi,Ranchi,23.511890411376953,85.50347900390625
1496,Pancha,Ormanjhi,Ranchi,23.488880157470703,85.52327728271484
1497,Parsa Toli,Ormanjhi,Ranchi,23.557649612426758,85.36123657226562
1498,Piparbanda,Ormanjhi,Ranchi,23.521730422973633,85.4723129272461
1499,Piska,Ormanjhi,Ranchi,23.53449058532715,85.48954772949219
1500,Pundag,Ormanjhi,Ranchi,23.538049697875977,85.49910736083984
1501,Rola,Ormanjhi,Ranchi,23.504159927368164,85.53752899169922
1502,Rukka,Ormanjhi,Ranchi,23.48720932006836,85.4804916381836
1503,Sadma,Ormanjhi,Ranchi,23.512590408325195,85.38543701171875
1504,Saher,Ormanjhi,Ranchi,23.519079208374023,85.50109100341797
1505,Sanri,Ormanjhi,Ranchi,23.4950008392334,85.54144287109375
1506,Santi,Ormanjhi,Ranchi,23.501529693603516,85.38326263427734
1507,Sawaiya,Ormanjhi,Ranchi,23.48720932006836,85.4804916381836
1508,Sidarmuta,Ormanjhi,Ranchi,23.48579978942871,85.54499816894531
1509,Sildiri,Ormanjhi,Ranchi,23.48720932006836,85.4804916381836
1510,Tapa,Ormanjhi,Ranchi,23.48720932006836,85.4804916381836
1511,Tirla,Ormanjhi,Ranchi,23.550609588623047,85.39073944091797
1512,Tirla,Ormanjhi,Ranchi,23.550609588623047,85.39073944091797
1513,Tunahuli,Ormanjhi,Ranchi,23.48720932006836,85.4804916381836
1514,Ukrid,Ormanjhi,Ranchi,23.494699478149414,85.49043273925781
1515,Ulatu,Ormanjhi,Ranchi,23.501489639282227,85.47582244873047
1516,Uparnagru,Ormanjhi,Ranchi,23.49496078491211,85.53645324707031
1517,Ambajhariya,Rahe,Ranchi,23.28095054626465,85.59622192382812
1518,Badalu,Rahe,Ranchi,23.268199920654297,85.64639282226562
1519,Bansiya,Rahe,Ranchi,23.3125,85.69210052490234
1520,Barwadih,Rahe,Ranchi,23.215200424194336,85.65547180175781
1521,Basahatu,Rahe,Ranchi,23.2744197845459,85.73828887939453
1522,Basantpur,Rahe,Ranchi,23.296430587768555,85.70063018798828
1523,Bela,Rahe,Ranchi,23.308340072631836,85.65464782714844
1524,Bundiaru,Rahe,Ranchi,23.268199920654297,85.64639282226562
1525,Burhadih,Rahe,Ranchi,23.273679733276367,85.66166687011719
1526,Burudih,Rahe,Ranchi,23.27773094177246,85.71025085449219
1527,Chainpur,Rahe,Ranchi,23.28318977355957,85.67680358886719
1528,Chirudih,Rahe,Ranchi,23.309370040893555,85.70533752441406
1529,Chirudih,Rahe,Ranchi,23.309370040893555,85.70533752441406
1530,Dakad,Rahe,Ranchi,23.268199920654297,85.64639282226562
1531,Dhanamunji,Rahe,Ranchi,23.268199920654297,85.64639282226562
1532,Domandih,Rahe,Ranchi,23.26306915283203,85.66571807861328
1533,Dulmi,Rahe,Ranchi,23.268199920654297,85.64639282226562
1534,Eresereng,Rahe,Ranchi,23.268199920654297,85.64639282226562
1535,Ghaghradih,Rahe,Ranchi,23.25571060180664,85.59845733642578
1536,Goali,Rahe,Ranchi,23.268199920654297,85.64639282226562
1537,Gomda,Rahe,Ranchi,23.278669357299805,85.64708709716797
1538,Guchidih,Rahe,Ranchi,23.268199920654297,85.64639282226562
1539,Hatlo,Rahe,Ranchi,23.235469818115234,85.62590789794922
1540,Ichahatu,Rahe,Ranchi,23.268199920654297,85.64639282226562
1541,Kankata,Rahe,Ranchi,23.257169723510742,85.57701110839844
1542,Kateadih,Rahe,Ranchi,23.25452995300293,85.634521484375
1543,Khatanga,Rahe,Ranchi,23.25921058654785,85.66751861572266
1544,Kochetola,Rahe,Ranchi,23.268779754638672,85.54891967773438
1545,Kokrodih,Rahe,Ranchi,23.241479873657227,85.62248229980469
1546,Kolma,Rahe,Ranchi,23.24641990661621,85.69435119628906
1547,Kombo,Rahe,Ranchi,23.30076026916504,85.61534881591797
1548,Kontatola,Rahe,Ranchi,23.28881072998047,85.57206726074219
1549,Kotangdag,Rahe,Ranchi,23.265169143676758,85.68948364257812
1550,Kubadih,Rahe,Ranchi,23.244279861450195,85.64192199707031
1551,Ladhup,Rahe,Ranchi,23.327829360961914,85.66361236572266
1552,Loahatu,Rahe,Ranchi,23.268199920654297,85.64639282226562
1553,Maheshpur,Rahe,Ranchi,23.25657081604004,85.65518951416016
1554,Nawadih,Rahe,Ranchi,23.278940200805664,85.72698974609375
1555,Nawadih,Rahe,Ranchi,23.278940200805664,85.72698974609375
1556,Nichintpur,Rahe,Ranchi,23.268199920654297,85.64639282226562
1557,Nuru,Rahe,Ranchi,23.25196075439453,85.68097686767578
1558,Panchu,Rahe,Ranchi,23.39706,85.26333
1559,Paramdih,Rahe,Ranchi,23.268199920654297,85.64639282226562
1560,Phulwar Baherabera,Rahe,Ranchi,23.238819122314453,85.6055679321289
1561,Pogra,Rahe,Ranchi,23.294580459594727,85.7056884765625
1562,Purnadih,Rahe,Ranchi,23.289020538330078,85.55980682373047
1563,Purnanagar,Rahe,Ranchi,23.2502498626709,85.65341186523438
1564,Rahe,Rahe,Ranchi,23.266874313354492,85.64729309082031
1565,Ramdera,Rahe,Ranchi,23.27570915222168,85.55834197998047
1566,Rangamati,Rahe,Ranchi,23.297229766845703,85.71365356445312
1567,Sataki,Rahe,Ranchi,23.267549514770508,85.59004211425781
1568,Serengdih,Rahe,Ranchi,23.256710052490234,85.55415344238281
1569,Siridih,Rahe,Ranchi,23.25909996032715,85.57402038574219
1570,Soso,Rahe,Ranchi,23.31393051147461,85.65695190429688
1571,Suarmara,Rahe,Ranchi,23.39706,85.26333
1572,Thungrudih,Rahe,Ranchi,23.27454948425293,85.70152282714844
1573,Tilmisiring,Rahe,Ranchi,23.31800079345703,85.67134857177734
1574,Torang,Rahe,Ranchi,23.268199920654297,85.64639282226562
1575,Uraondih,Rahe,Ranchi,23.24340057373047,85.65608215332031
1576,Agru,Ratu,Ranchi,23.382129669189453,85.2099380493164
1577,Bajpur,Ratu,Ranchi,23.36956024169922,85.16822814941406
1578,Banapiri,Ratu,Ranchi,23.468090057373047,85.17340087890625
1579,Belangi,Ratu,Ranchi,23.426849365234375,85.18395233154297
1580,Bhonra,Ratu,Ranchi,23.37298011779785,85.20095825195312
1581,Bijuliya,Ratu,Ranchi,23.394149780273438,85.1902084350586
1582,Burju,Ratu,Ranchi,23.41554069519043,85.20194244384766
1583,Chauli,Ratu,Ranchi,23.354900360107422,85.1572265625
1584,Chitarkota,Ratu,Ranchi,23.407949447631836,85.17426300048828
1585,Ekaguri,Ratu,Ranchi,23.396060943603516,85.20352935791016
1586,Garri,Ratu,Ranchi,23.393970489501953,85.30177307128906
1587,Guru,Ratu,Ranchi,23.361679077148438,85.1818618774414
1588,Gutuatoli,Ratu,Ranchi,23.44675064086914,85.22241973876953
1589,Hehal,Ratu,Ranchi,23.398649215698242,85.21141052246094
1590,Hetha,Ratu,Ranchi,23.360469818115234,85.20205688476562
1591,Hisri,Ratu,Ranchi,23.367900848388672,85.15995788574219
1592,Hochar,Ratu,Ranchi,23.45819091796875,85.20337677001953
1593,Hurhuri,Ratu,Ranchi,23.441160202026367,85.21897888183594
1594,Jari,Ratu,Ranchi,23.45117950439453,85.17411804199219
1595,Kanauj,Ratu,Ranchi,27.0314998626709,79.92127990722656
1596,Kantu,Ratu,Ranchi,23.418529510498047,85.19165802001953
1597,Kokretanr,Ratu,Ranchi,23.47503089904785,85.19709777832031
1598,Lahna,Ratu,Ranchi,23.40666961669922,85.17606353759766
1599,Makhmandro,Ratu,Ranchi,23.427780151367188,85.19679260253906
1600,Malmanru,Ratu,Ranchi,23.4495906829834,85.20513916015625
1601,Mariatu,Ratu,Ranchi,23.39691925048828,85.19068908691406
1602,Murchu,Ratu,Ranchi,23.46026039123535,85.18109893798828
1603,Murgu,Ratu,Ranchi,23.424610137939453,85.17555236816406
1604,Pali,Ratu,Ranchi,23.403589248657227,85.14495086669922
1605,Pandra,Ratu,Ranchi,23.389150619506836,85.15325927734375
1606,Parhepat,Ratu,Ranchi,23.448650360107422,85.2001724243164
1607,Patratoli,Ratu,Ranchi,23.45594024658203,85.20115661621094
1608,Pheta,Ratu,Ranchi,23.43347930908203,85.23429107666016
1609,Piriyo,Ratu,Ranchi,23.44428062438965,85.18502044677734
1610,Ratu (CT),Ratu,Ranchi,23.393970489501953,85.30177307128906
1611,Tarup,Ratu,Ranchi,23.393970489501953,85.30177307128906
1612,Tigra,Ratu,Ranchi,23.381790161132812,85.17259216308594
1613,Usamatu,Ratu,Ranchi,23.393970489501953,85.30177307128906
1614,Ajaigarh,Silli,Ranchi,23.416790008544922,85.76007080078125
1615,Aral,Silli,Ranchi,23.30599021911621,85.76439666748047
1616,Bamhandih,Silli,Ranchi,23.363609313964844,85.85685729980469
1617,Bamhni(Bhabhani),Silli,Ranchi,23.38602066040039,85.760498046875
1618,Bansarori,Silli,Ranchi,23.396549224853516,85.862060546875
1619,Bantahajam,Silli,Ranchi,23.292789459228516,85.79319763183594
1620,Banuadih,Silli,Ranchi,23.44091033935547,85.81948852539062
1621,Barachangru,Silli,Ranchi,23.308000564575195,85.77690124511719
1622,Barkitanr,Silli,Ranchi,23.379140853881836,85.79869842529297
1623,Barnatanr,Silli,Ranchi,23.350759506225586,85.79340362548828
1624,Bhuli,Silli,Ranchi,23.44873046875,85.75901794433594
1625,Biseriya,Silli,Ranchi,23.376930236816406,85.86476135253906
1626,Burhabahera,Silli,Ranchi,23.414470672607422,85.77864074707031
1627,Chatambari,Silli,Ranchi,23.341299057006836,85.79750061035156
1628,Chokesiring,Silli,Ranchi,23.31294059753418,85.84317016601562
1629,Chordera,Silli,Ranchi,23.36903953552246,85.80438995361328
1630,Chottachangru,Silli,Ranchi,23.291030883789062,85.77935028076172
1631,Dharampur,Silli,Ranchi,23.33403968811035,85.78652954101562
1632,Dhautikra,Silli,Ranchi,23.37619972229004,85.82298278808594
1633,Domandih,Silli,Ranchi,23.376930236816406,85.86476135253906
1634,Dowaru,Silli,Ranchi,23.376930236816406,85.86476135253906
1635,Dumarbera,Silli,Ranchi,23.376930236816406,85.86476135253906
1636,Gajha,Silli,Ranchi,23.376930236816406,85.86476135253906
1637,Gargaon,Silli,Ranchi,23.392559051513672,85.82731628417969
1638,Garihalmad,Silli,Ranchi,23.376930236816406,85.86476135253906
1639,Gerebir,Silli,Ranchi,23.376930236816406,85.86476135253906
1640,Ghaghra,Silli,Ranchi,23.30855941772461,85.74504852294922
1641,Goradih,Silli,Ranchi,23.405630111694336,85.73380279541016
1642,Gorha,Silli,Ranchi,23.376930236816406,85.86476135253906
1643,Hahelupung,Silli,Ranchi,23.34956932067871,85.8326187133789
1644,Hakedag,Silli,Ranchi,23.44331932067871,85.77796936035156
1645,Halmad,Silli,Ranchi,23.452180862426758,85.74803161621094
1646,Haridih,Silli,Ranchi,23.443479537963867,85.79244232177734
1647,Harwadih,Silli,Ranchi,23.36581039428711,85.7518081665039
1648,Hesadih,Silli,Ranchi,23.344419479370117,85.7283935546875
1649,Holong,Silli,Ranchi,23.376930236816406,85.86476135253906
1650,Ichag(Ichague),Silli,Ranchi,23.362579345703125,85.83979034423828
1651,Itihasa,Silli,Ranchi,23.376930236816406,85.86476135253906
1652,Jabla,Silli,Ranchi,23.34787940979004,85.86003875732422
1653,Jaluhutang,Silli,Ranchi,23.439350128173828,85.75154113769531
1654,Jaradih,Silli,Ranchi,23.422210693359375,85.80529022216797
1655,Jaru,Silli,Ranchi,23.382030487060547,85.81037139892578
1656,Jatra,Silli,Ranchi,23.374149322509766,85.83161926269531
1657,Jhabri(Ghabari),Silli,Ranchi,23.279130935668945,85.80680084228516
1658,Jumla,Silli,Ranchi,23.426570892333984,85.73423767089844
1659,Kachojara,Silli,Ranchi,23.358320236206055,85.81036376953125
1660,Kareyadih,Silli,Ranchi,23.29637908935547,85.75775909423828
1661,Karma,Silli,Ranchi,23.376930236816406,85.86476135253906
1662,Khalari,Silli,Ranchi,23.395179748535156,85.77870178222656
1663,Khapchabera,Silli,Ranchi,23.366680145263672,85.83187866210938
1664,Kita,Silli,Ranchi,23.366159439086914,85.77010345458984
1665,Kocho(Koncho),Silli,Ranchi,23.376930236816406,85.86476135253906
1666,Kolam,Silli,Ranchi,23.376930236816406,85.86476135253906
1667,Kuchu(Kutchu),Silli,Ranchi,23.376930236816406,85.86476135253906
1668,Kulsud,Silli,Ranchi,23.36166000366211,85.72274780273438
1669,Kushumtikra,Silli,Ranchi,23.416629791259766,85.84101104736328
1670,Kutru,Silli,Ranchi,23.405019760131836,85.85527038574219
1671,Lagam,Silli,Ranchi,23.36100959777832,85.86628723144531
1672,Lawadag,Silli,Ranchi,23.32556915283203,85.81858825683594
1673,Lawapiri,Silli,Ranchi,23.354799270629883,85.8315200805664
1674,Lenghatu,Silli,Ranchi,23.374250411987305,85.84423065185547
1675,Losera,Silli,Ranchi,23.41213035583496,85.82572174072266
1676,Lota,Silli,Ranchi,23.375160217285156,85.7742919921875
1677,Lowadag,Silli,Ranchi,23.427410125732422,85.81542205810547
1678,Ludmu,Silli,Ranchi,23.416170120239258,85.83072662353516
1679,Lupung,Silli,Ranchi,23.340110778808594,85.81353759765625
1680,Madni,Silli,Ranchi,23.39699935913086,85.81112670898438
1681,Maisudih,Silli,Ranchi,23.33493995666504,85.81709289550781
1682,Mardu,Silli,Ranchi,23.35515022277832,85.8720932006836
1683,Mijra,Silli,Ranchi,23.376930236816406,85.86476135253906
1684,Misirhutang,Silli,Ranchi,23.43699073791504,85.76925659179688
1685,Murhu,Silli,Ranchi,23.326099395751953,85.74603271484375
1686,Muri (CT),Silli,Ranchi,23.376930236816406,85.86476135253906
1687,Nagedih,Silli,Ranchi,23.376930236816406,85.86476135253906
1688,Nawadih,Silli,Ranchi,23.309579849243164,85.76187133789062
1689,Nawadih,Silli,Ranchi,23.309579849243164,85.76187133789062
1690,Nayakjabla,Silli,Ranchi,23.339519500732422,85.8510513305664
1691,Nimua,Silli,Ranchi,23.3823299407959,85.83676147460938
1692,Patka(Petka),Silli,Ranchi,23.317949295043945,85.82869720458984
1693,Patrahatu(Patrahattu),Silli,Ranchi,23.289379119873047,85.76500701904297
1694,Pipardag,Silli,Ranchi,23.44329071044922,85.80255126953125
1695,Piska,Silli,Ranchi,23.393169403076172,85.81881713867188
1696,Pundag,Silli,Ranchi,23.362689971923828,85.83612060546875
1697,Rampur,Silli,Ranchi,23.432260513305664,85.8272705078125
1698,Rangamati,Silli,Ranchi,23.376930236816406,85.86476135253906
1699,Rohardag,Silli,Ranchi,23.340740203857422,85.85147857666016
1700,Saheda,Silli,Ranchi,23.44491958618164,85.73438262939453
1701,Sarjamdih,Silli,Ranchi,23.364849090576172,85.79460144042969
1702,Shyamnagar,Silli,Ranchi,23.25136947631836,85.82659149169922
1703,Silli,Silli,Ranchi,23.376930236816406,85.86476135253906
1704,Sillidih,Silli,Ranchi,23.346879959106445,85.82408142089844
1705,Singhpur,Silli,Ranchi,23.384300231933594,85.84864807128906
1706,Sulumjuri,Silli,Ranchi,23.35926055908203,85.84098052978516
1707,Sundil,Silli,Ranchi,23.376930236816406,85.86476135253906
1708,Tetibauda,Silli,Ranchi,23.376930236816406,85.86476135253906
1709,Tunku,Silli,Ranchi,23.318599700927734,85.75434112548828
1710,Tutki,Silli,Ranchi,23.337520599365234,85.83170318603516
1711,Baluadih,Sonahatu,Ranchi,23.196910858154297,85.70442962646484
1712,Banku,Sonahatu,Ranchi,23.17365074157715,85.76886749267578
1713,Baredih,Sonahatu,Ranchi,23.176700592041016,85.77208709716797
1714,Barenda,Sonahatu,Ranchi,23.196910858154297,85.70442962646484
1715,Baruhatu,Sonahatu,Ranchi,23.177490234375,85.6905288696289
1716,Birdidih,Sonahatu,Ranchi,23.196910858154297,85.70442962646484
1717,Birgamdih,Sonahatu,Ranchi,23.19709014892578,85.74748992919922
1718,Bongadar,Sonahatu,Ranchi,23.18252944946289,85.84966278076172
1719,Buruhatu Sundrup,Sonahatu,Ranchi,23.187000274658203,85.79141998291016
1720,Choga,Sonahatu,Ranchi,23.214380264282227,85.7445297241211
1721,Chokahatu,Sonahatu,Ranchi,23.132829666137695,85.80995178222656
1722,Churkudih,Sonahatu,Ranchi,23.196910858154297,85.70442962646484
1723,Dibadih,Sonahatu,Ranchi,23.23518943786621,85.80322265625
1724,Dirsir,Sonahatu,Ranchi,23.212779998779297,85.72209930419922
1725,Domadih,Sonahatu,Ranchi,23.206769943237305,85.79032897949219
1726,Dulmi,Sonahatu,Ranchi,23.244979858398438,85.70599365234375
1727,Erramhatu,Sonahatu,Ranchi,23.226200103759766,85.77481842041016
1728,Galau,Sonahatu,Ranchi,23.22079086303711,85.72528076171875
1729,Garadih,Sonahatu,Ranchi,23.176250457763672,85.72180938720703
1730,Gomeadih,Sonahatu,Ranchi,23.178180694580078,85.70191192626953
1731,Harin,Sonahatu,Ranchi,23.174489974975586,85.74362182617188
1732,Hesadih,Sonahatu,Ranchi,23.128320693969727,85.79570007324219
1733,Hesahatu,Sonahatu,Ranchi,23.249460220336914,85.72405242919922
1734,Irku,Sonahatu,Ranchi,23.243709564208984,85.75196075439453
1735,Jahirdih,Sonahatu,Ranchi,23.216989517211914,85.75736236572266
1736,Jamudag,Sonahatu,Ranchi,23.232440948486328,85.74192810058594
1737,Jilingsereng,Sonahatu,Ranchi,23.151609420776367,85.8561019897461
1738,Jintu,Sonahatu,Ranchi,23.195829391479492,85.65975189208984
1739,Jintudih,Sonahatu,Ranchi,23.196910858154297,85.70442962646484
1740,Jurunga,Sonahatu,Ranchi,23.179100036621094,85.75798034667969
1741,Konda,Sonahatu,Ranchi,23.254329681396484,85.7657699584961
1742,Konkadih,Sonahatu,Ranchi,23.144390106201172,85.83837890625
1743,Kotab,Sonahatu,Ranchi,23.260360717773438,85.74877166748047
1744,Kudadih,Sonahatu,Ranchi,23.253070831298828,85.74642944335938
1745,Kuriamu,Sonahatu,Ranchi,23.181669235229492,85.65778350830078
1746,Landupdeh,Sonahatu,Ranchi,23.196910858154297,85.70442962646484
1747,Loadih,Sonahatu,Ranchi,23.189170837402344,85.75923156738281
1748,Magandih,Sonahatu,Ranchi,23.196910858154297,85.70442962646484
