,Village,Village Latitude,Village Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Summary,Venue Type
546,Timarpur,28.70070075988769,77.22113800048828,Ama café,28.70256769415691,77.22826561884645,Café,This spot is popular,general
547,Timarpur,28.70070075988769,77.22113800048828,Majnu Ka Tila Bus Stop,28.701773554023347,77.22728192606391,Bus Station,This spot is popular,general
548,Timarpur,28.70070075988769,77.22113800048828,Riggo Restaurant,28.70188253704071,77.22824746417297,Asian Restaurant,This spot is popular,general
549,Timarpur,28.70070075988769,77.22113800048828,Rigo Coffee House,28.702815,77.228376,Coffee Shop,This spot is popular,general
550,Timarpur,28.70070075988769,77.22113800048828,Asian Kitchen,28.703136936912287,77.22844955254521,Asian Restaurant,This spot is popular,general
551,Timarpur,28.70070075988769,77.22113800048828,Ama Delux Restaurant,28.702375675459155,77.22878075218492,Asian Restaurant,This spot is popular,general
552,Timarpur,28.70070075988769,77.22113800048828,Vishwavidyalaya Metro Station,28.6950298369273,77.21471831202507,Light Rail Station,This spot is popular,general
553,Wazirabad,28.73280906677246,77.2243881225586,Chevron,28.734361276519166,77.21955299377441,Accessories Store,This spot is popular,general
554,Wazirabad,28.73280906677246,77.2243881225586,Axis Bank ATM,28.73774,77.22308,ATM,This spot is popular,general
555,Babarpur,28.68773078918457,77.28044128417969,Royal Enfield Showroom,28.69078,77.2786,Motorcycle Shop,This spot is popular,general
556,Babarpur,28.68773078918457,77.28044128417969,yamuna vihar,28.68981594464307,77.28387603753107,Park,This spot is popular,general
557,Babarpur,28.68773078918457,77.28044128417969,V-Mart,28.689390298727957,77.28765773449813,Clothing Store,This spot is popular,general
558,Babarpur,28.68773078918457,77.28044128417969,Axis Bank ATM,28.69077,77.27365,ATM,This spot is popular,general
559,Babarpur,28.68773078918457,77.28044128417969,Shivaji park,28.682657407524268,77.28550319213032,Park,This spot is popular,general
560,Babarpur,28.68773078918457,77.28044128417969,Classic Ice Cream Parlour,28.688341979205735,77.28867327328481,Ice Cream Shop,This spot is popular,general
561,Babarpur,28.68773078918457,77.28044128417969,My Idea Store,28.689274,77.289305,Mobile Phone Shop,This spot is popular,general
562,Dilshad Garden,28.67904090881348,77.31475830078125,Domino's Pizza,28.676,77.321,Pizza Place,This spot is popular,general
563,Dilshad Garden,28.67904090881348,77.31475830078125,B-Block Market,28.671123761367546,77.31810342986378,Shop & Service,This spot is popular,general
564,Dilshad Garden,28.67904090881348,77.31475830078125,ChintAmani Sweets,28.676386979652246,77.31789008497181,Diner,This spot is popular,general
565,Dilshad Garden,28.67904090881348,77.31475830078125,haldiram dilshad garden,28.676155231811137,77.32137900861908,Indian Restaurant,This spot is popular,general
566,Dilshad Garden,28.67904090881348,77.31475830078125,Dilshad Garden Metro Station,28.67610956412443,77.3214687544753,Light Rail Station,This spot is popular,general
567,Kabir Nagar,28.642963409423828,77.11587524414062,Pirates of The Grill,28.64437068780949,77.11167380352475,BBQ Joint,This spot is popular,general
568,Kabir Nagar,28.642963409423828,77.11587524414062,Main Market Rajouri Garden,28.645728604671543,77.12126068889171,Market,This spot is popular,general
569,Kabir Nagar,28.642963409423828,77.11587524414062,Zara | जा़रा,28.64246808621033,77.10653617124635,Clothing Store,This spot is popular,general
570,Kabir Nagar,28.642963409423828,77.11587524414062,Anjlika Pastry Shop,28.642520980882544,77.12329387664795,Bakery,This spot is popular,general
571,Kabir Nagar,28.642963409423828,77.11587524414062,PVR Cinemas,28.642439020761362,77.10650038448208,Multiplex,This spot is popular,general
572,Kabir Nagar,28.642963409423828,77.11587524414062,Haldiram's,28.6424586594383,77.1065022497266,Indian Restaurant,This spot is popular,general
573,Kabir Nagar,28.642963409423828,77.11587524414062,Pacific Mall,28.642333976274138,77.10650390377636,Shopping Mall,This spot is popular,general
574,Kabir Nagar,28.642963409423828,77.11587524414062,Shiv Murti,28.63638844931407,77.11105120819529,Sculpture Garden,This spot is popular,general
575,Kabir Nagar,28.642963409423828,77.11587524414062,Starbucks,28.642140194894882,77.10662155044157,Coffee Shop,This spot is popular,general
576,Kabir Nagar,28.642963409423828,77.11587524414062,Dunkin' Donuts,28.647672873345584,77.11986854552532,Donut Shop,This spot is popular,general
577,Kabir Nagar,28.642963409423828,77.11587524414062,Mad Over Donuts,28.64233575995254,77.10649583072777,Donut Shop,This spot is popular,general
578,Kabir Nagar,28.642963409423828,77.11587524414062,AMPM Cafè and Bar,28.647697136503293,77.1199503622103,Café,This spot is popular,general
579,Kabir Nagar,28.642963409423828,77.11587524414062,Carl's Jr.,28.64223988792683,77.10642659451979,Fast Food Restaurant,This spot is popular,general
580,Kabir Nagar,28.642963409423828,77.11587524414062,Pirates Of Grill,28.647457664213135,77.1182942511344,BBQ Joint,This spot is popular,general
581,Kabir Nagar,28.642963409423828,77.11587524414062,Pind Balluchi,28.647641867628284,77.12035608652683,Indian Restaurant,This spot is popular,general
582,Kabir Nagar,28.642963409423828,77.11587524414062,Gloria Jean's Coffees,28.642222516770108,77.10666720344585,Café,This spot is popular,general
583,Kabir Nagar,28.642963409423828,77.11587524414062,Lifestyle Store,28.642456716012106,77.10651248983024,Shopping Mall,This spot is popular,general
584,Kabir Nagar,28.642963409423828,77.11587524414062,The California Boulevard,28.647734971643725,77.12004976458275,Diner,This spot is popular,general
585,Kabir Nagar,28.642963409423828,77.11587524414062,Bikanerwala,28.648670512180882,77.12272854612813,Indian Restaurant,This spot is popular,general
586,Kabir Nagar,28.642963409423828,77.11587524414062,McDonald's,28.649892855335075,77.12079131649215,Fast Food Restaurant,This spot is popular,general
587,Kabir Nagar,28.642963409423828,77.11587524414062,Dunkin' Donuts,28.642628,77.10658,Donut Shop,This spot is popular,general
588,Kabir Nagar,28.642963409423828,77.11587524414062,PVR Premiere,28.642450976245378,77.10660880282632,Multiplex,This spot is popular,general
589,Kabir Nagar,28.642963409423828,77.11587524414062,Wok In the Clouds,28.647384257623433,77.1193295511815,Pub,This spot is popular,general
590,Kabir Nagar,28.642963409423828,77.11587524414062,Spaghetti Kitchen,28.642186662979878,77.10660453958414,Italian Restaurant,This spot is popular,general
591,Kabir Nagar,28.642963409423828,77.11587524414062,Cocoa,28.642321947670553,77.10677785902901,Restaurant,This spot is popular,general
592,Kabir Nagar,28.642963409423828,77.11587524414062,Cafe Coffee Day,28.649834123094454,77.12154099560865,Café,This spot is popular,general
593,Kabir Nagar,28.642963409423828,77.11587524414062,Salt Food Court,28.64247688550462,77.10656411173467,Food Court,This spot is popular,general
594,Kabir Nagar,28.642963409423828,77.11587524414062,Costa Coffee,28.642346058969466,77.10641535587305,Coffee Shop,This spot is popular,general
595,Kabir Nagar,28.642963409423828,77.11587524414062,Punjab Grill,28.637146983152814,77.11997963508,Indian Restaurant,This spot is popular,general
596,Kabir Nagar,28.642963409423828,77.11587524414062,KFC,28.64247785090306,77.10656089623558,Fast Food Restaurant,This spot is popular,general
597,Kabir Nagar,28.642963409423828,77.11587524414062,Hinglish - The Colonial Cafe,28.642616483231667,77.10683575671433,Restaurant,This spot is popular,general
598,Kabir Nagar,28.642963409423828,77.11587524414062,sardar ji malai chaap wale,28.642816557335692,77.11379891961627,Indian Restaurant,This spot is popular,general
599,Kabir Nagar,28.642963409423828,77.11587524414062,McDonald's,28.649929761886597,77.1209442615509,Fast Food Restaurant,This spot is popular,general
600,Kabir Nagar,28.642963409423828,77.11587524414062,Tanishq,28.646660969530853,77.11792879669525,Jewelry Store,This spot is popular,general
601,Kabir Nagar,28.642963409423828,77.11587524414062,Godrej Nature's Basket,28.640467888967883,77.12052464649221,Gourmet Shop,This spot is popular,general
602,Kabir Nagar,28.642963409423828,77.11587524414062,Krishna Super Marche 37,28.640666,77.120935,Department Store,This spot is popular,general
603,Kabir Nagar,28.642963409423828,77.11587524414062,Tagore Garden,28.64855095603244,77.11371463492715,Garden,This spot is popular,general
604,Kabir Nagar,28.642963409423828,77.11587524414062,Chicago Pizza,28.642372033203937,77.10837648377533,Pizza Place,This spot is popular,general
605,Kabir Nagar,28.642963409423828,77.11587524414062,ARIA Music & Theatre Conservatory,28.64665203312707,77.1225121038109,Music Venue,This spot is popular,general
606,Kabir Nagar,28.642963409423828,77.11587524414062,Three Graces- Rajouri Garden,28.649955757994707,77.1161635084792,Spa,This spot is popular,general
607,Kabir Nagar,28.642963409423828,77.11587524414062,D Block Park,28.65080424736482,77.11299540316688,Park,This spot is popular,general
608,Kabir Nagar,28.642963409423828,77.11587524414062,Jamie's pizzeria,28.641242382596076,77.10658955477916,Pizza Place,This spot is popular,general
609,Kabir Nagar,28.642963409423828,77.11587524414062,Bindra Park,28.642983923738495,77.12551391389647,Park,This spot is popular,general
610,Kabir Nagar,28.642963409423828,77.11587524414062,Rajouri Garden Metro Station,28.649017765428198,77.12280035018921,Light Rail Station,This spot is popular,general
611,Kabir Nagar,28.642963409423828,77.11587524414062,PARX,28.650919646492287,77.12059020996094,Clothing Store,This spot is popular,general
612,Mandoli,28.70672035217285,77.31271362304688,Morphedo Technologies Pvt. Ltd.,28.705475752374984,77.31352686882019,Print Shop,This spot is popular,general
613,Mandoli,28.70672035217285,77.31271362304688,AFM PVT LTD,28.70477,77.30960789999995,Tourist Information Center,This spot is popular,general
614,Maujpur,28.642963409423828,77.11587524414062,Pirates of The Grill,28.64437068780949,77.11167380352475,BBQ Joint,This spot is popular,general
615,Maujpur,28.642963409423828,77.11587524414062,Main Market Rajouri Garden,28.645728604671543,77.12126068889171,Market,This spot is popular,general
616,Maujpur,28.642963409423828,77.11587524414062,Zara | जा़रा,28.64246808621033,77.10653617124635,Clothing Store,This spot is popular,general
617,Maujpur,28.642963409423828,77.11587524414062,Anjlika Pastry Shop,28.642520980882544,77.12329387664795,Bakery,This spot is popular,general
618,Maujpur,28.642963409423828,77.11587524414062,PVR Cinemas,28.642439020761362,77.10650038448208,Multiplex,This spot is popular,general
619,Maujpur,28.642963409423828,77.11587524414062,Haldiram's,28.6424586594383,77.1065022497266,Indian Restaurant,This spot is popular,general
620,Maujpur,28.642963409423828,77.11587524414062,Pacific Mall,28.642333976274138,77.10650390377636,Shopping Mall,This spot is popular,general
621,Maujpur,28.642963409423828,77.11587524414062,Shiv Murti,28.63638844931407,77.11105120819529,Sculpture Garden,This spot is popular,general
622,Maujpur,28.642963409423828,77.11587524414062,Starbucks,28.642140194894882,77.10662155044157,Coffee Shop,This spot is popular,general
623,Maujpur,28.642963409423828,77.11587524414062,Dunkin' Donuts,28.647672873345584,77.11986854552532,Donut Shop,This spot is popular,general
624,Maujpur,28.642963409423828,77.11587524414062,Mad Over Donuts,28.64233575995254,77.10649583072777,Donut Shop,This spot is popular,general
625,Maujpur,28.642963409423828,77.11587524414062,AMPM Cafè and Bar,28.647697136503293,77.1199503622103,Café,This spot is popular,general
626,Maujpur,28.642963409423828,77.11587524414062,Carl's Jr.,28.64223988792683,77.10642659451979,Fast Food Restaurant,This spot is popular,general
627,Maujpur,28.642963409423828,77.11587524414062,Pirates Of Grill,28.647457664213135,77.1182942511344,BBQ Joint,This spot is popular,general
628,Maujpur,28.642963409423828,77.11587524414062,Pind Balluchi,28.647641867628284,77.12035608652683,Indian Restaurant,This spot is popular,general
629,Maujpur,28.642963409423828,77.11587524414062,Gloria Jean's Coffees,28.642222516770108,77.10666720344585,Café,This spot is popular,general
630,Maujpur,28.642963409423828,77.11587524414062,Lifestyle Store,28.642456716012106,77.10651248983024,Shopping Mall,This spot is popular,general
631,Maujpur,28.642963409423828,77.11587524414062,The California Boulevard,28.647734971643725,77.12004976458275,Diner,This spot is popular,general
632,Maujpur,28.642963409423828,77.11587524414062,Bikanerwala,28.648670512180882,77.12272854612813,Indian Restaurant,This spot is popular,general
633,Maujpur,28.642963409423828,77.11587524414062,McDonald's,28.649892855335075,77.12079131649215,Fast Food Restaurant,This spot is popular,general
634,Maujpur,28.642963409423828,77.11587524414062,Dunkin' Donuts,28.642628,77.10658,Donut Shop,This spot is popular,general
635,Maujpur,28.642963409423828,77.11587524414062,PVR Premiere,28.642450976245378,77.10660880282632,Multiplex,This spot is popular,general
636,Maujpur,28.642963409423828,77.11587524414062,Wok In the Clouds,28.647384257623433,77.1193295511815,Pub,This spot is popular,general
637,Maujpur,28.642963409423828,77.11587524414062,Spaghetti Kitchen,28.642186662979878,77.10660453958414,Italian Restaurant,This spot is popular,general
638,Maujpur,28.642963409423828,77.11587524414062,Cocoa,28.642321947670553,77.10677785902901,Restaurant,This spot is popular,general
639,Maujpur,28.642963409423828,77.11587524414062,Cafe Coffee Day,28.649834123094454,77.12154099560865,Café,This spot is popular,general
640,Maujpur,28.642963409423828,77.11587524414062,Salt Food Court,28.64247688550462,77.10656411173467,Food Court,This spot is popular,general
641,Maujpur,28.642963409423828,77.11587524414062,Costa Coffee,28.642346058969466,77.10641535587305,Coffee Shop,This spot is popular,general
642,Maujpur,28.642963409423828,77.11587524414062,Punjab Grill,28.637146983152814,77.11997963508,Indian Restaurant,This spot is popular,general
643,Maujpur,28.642963409423828,77.11587524414062,KFC,28.64247785090306,77.10656089623558,Fast Food Restaurant,This spot is popular,general
644,Maujpur,28.642963409423828,77.11587524414062,Hinglish - The Colonial Cafe,28.642616483231667,77.10683575671433,Restaurant,This spot is popular,general
645,Maujpur,28.642963409423828,77.11587524414062,sardar ji malai chaap wale,28.642816557335692,77.11379891961627,Indian Restaurant,This spot is popular,general
646,Maujpur,28.642963409423828,77.11587524414062,McDonald's,28.649929761886597,77.1209442615509,Fast Food Restaurant,This spot is popular,general
647,Maujpur,28.642963409423828,77.11587524414062,Tanishq,28.646660969530853,77.11792879669525,Jewelry Store,This spot is popular,general
648,Maujpur,28.642963409423828,77.11587524414062,Godrej Nature's Basket,28.640467888967883,77.12052464649221,Gourmet Shop,This spot is popular,general
649,Maujpur,28.642963409423828,77.11587524414062,Krishna Super Marche 37,28.640666,77.120935,Department Store,This spot is popular,general
650,Maujpur,28.642963409423828,77.11587524414062,Tagore Garden,28.64855095603244,77.11371463492715,Garden,This spot is popular,general
651,Maujpur,28.642963409423828,77.11587524414062,Chicago Pizza,28.642372033203937,77.10837648377533,Pizza Place,This spot is popular,general
652,Maujpur,28.642963409423828,77.11587524414062,ARIA Music & Theatre Conservatory,28.64665203312707,77.1225121038109,Music Venue,This spot is popular,general
653,Maujpur,28.642963409423828,77.11587524414062,Three Graces- Rajouri Garden,28.649955757994707,77.1161635084792,Spa,This spot is popular,general
654,Maujpur,28.642963409423828,77.11587524414062,D Block Park,28.65080424736482,77.11299540316688,Park,This spot is popular,general
655,Maujpur,28.642963409423828,77.11587524414062,Jamie's pizzeria,28.641242382596076,77.10658955477916,Pizza Place,This spot is popular,general
656,Maujpur,28.642963409423828,77.11587524414062,Bindra Park,28.642983923738495,77.12551391389647,Park,This spot is popular,general
657,Maujpur,28.642963409423828,77.11587524414062,Rajouri Garden Metro Station,28.649017765428198,77.12280035018921,Light Rail Station,This spot is popular,general
658,Maujpur,28.642963409423828,77.11587524414062,PARX,28.650919646492287,77.12059020996094,Clothing Store,This spot is popular,general
659,Nand Nagri,28.69668960571289,77.30387878417969,Sutta Chowk,28.6978972,77.3000103,Smoke Shop,This spot is popular,general
660,Nand Nagri,28.69668960571289,77.30387878417969,sai samosa,28.70093383755428,77.29812689971112,Snack Place,This spot is popular,general
661,Nand Nagri,28.69668960571289,77.30387878417969,Axis Bank ATM,28.7012,77.29809,ATM,This spot is popular,general
662,Nand Nagri,28.69668960571289,77.30387878417969,the yellow chilli,28.700466,77.296782,Indian Restaurant,This spot is popular,general
663,Naveen Shahdara,28.67369079589844,77.28325653076172,Shahdara Metro Station,28.673344176735423,77.28901147842407,Light Rail Station,This spot is popular,general
664,Naveen Shahdara,28.67369079589844,77.28325653076172,Welcome Metro Station,28.67190235512358,77.27777249595383,Light Rail Station,This spot is popular,general
665,Naveen Shahdara,28.67369079589844,77.28325653076172,Amul Scooping Parlour,28.678108184748986,77.28705738422529,Ice Cream Shop,This spot is popular,general
666,Naveen Shahdara,28.67369079589844,77.28325653076172,Halidrams,28.675918373532753,77.29012643226184,Vegetarian / Vegan Restaurant,This spot is popular,general
667,New Usmanpur,28.6824893951416,77.25650024414062,Shankar Fast Food,28.684130752264284,77.25901143106728,Food Truck,This spot is popular,general
668,New Usmanpur,28.6824893951416,77.25650024414062,Pahadi Tea Stall,28.677511,77.261736,Tea Room,This spot is popular,general
669,New Usmanpur,28.6824893951416,77.25650024414062,Spy Software in India,28.675810393887062,77.25305914878845,IT Services,This spot is popular,general
670,New Usmanpur,28.6824893951416,77.25650024414062,Same Day Agra Tours,28.678577759272336,77.26521492004395,Tourist Information Center,This spot is popular,general
671,Sadatpur,28.642963409423828,77.11587524414062,Pirates of The Grill,28.64437068780949,77.11167380352475,BBQ Joint,This spot is popular,general
672,Sadatpur,28.642963409423828,77.11587524414062,Main Market Rajouri Garden,28.645728604671543,77.12126068889171,Market,This spot is popular,general
673,Sadatpur,28.642963409423828,77.11587524414062,Zara | जा़रा,28.64246808621033,77.10653617124635,Clothing Store,This spot is popular,general
674,Sadatpur,28.642963409423828,77.11587524414062,Anjlika Pastry Shop,28.642520980882544,77.12329387664795,Bakery,This spot is popular,general
675,Sadatpur,28.642963409423828,77.11587524414062,PVR Cinemas,28.642439020761362,77.10650038448208,Multiplex,This spot is popular,general
676,Sadatpur,28.642963409423828,77.11587524414062,Haldiram's,28.6424586594383,77.1065022497266,Indian Restaurant,This spot is popular,general
677,Sadatpur,28.642963409423828,77.11587524414062,Pacific Mall,28.642333976274138,77.10650390377636,Shopping Mall,This spot is popular,general
678,Sadatpur,28.642963409423828,77.11587524414062,Shiv Murti,28.63638844931407,77.11105120819529,Sculpture Garden,This spot is popular,general
679,Sadatpur,28.642963409423828,77.11587524414062,Starbucks,28.642140194894882,77.10662155044157,Coffee Shop,This spot is popular,general
680,Sadatpur,28.642963409423828,77.11587524414062,Dunkin' Donuts,28.647672873345584,77.11986854552532,Donut Shop,This spot is popular,general
681,Sadatpur,28.642963409423828,77.11587524414062,Mad Over Donuts,28.64233575995254,77.10649583072777,Donut Shop,This spot is popular,general
682,Sadatpur,28.642963409423828,77.11587524414062,AMPM Cafè and Bar,28.647697136503293,77.1199503622103,Café,This spot is popular,general
683,Sadatpur,28.642963409423828,77.11587524414062,Carl's Jr.,28.64223988792683,77.10642659451979,Fast Food Restaurant,This spot is popular,general
684,Sadatpur,28.642963409423828,77.11587524414062,Pirates Of Grill,28.647457664213135,77.1182942511344,BBQ Joint,This spot is popular,general
685,Sadatpur,28.642963409423828,77.11587524414062,Pind Balluchi,28.647641867628284,77.12035608652683,Indian Restaurant,This spot is popular,general
686,Sadatpur,28.642963409423828,77.11587524414062,Gloria Jean's Coffees,28.642222516770108,77.10666720344585,Café,This spot is popular,general
687,Sadatpur,28.642963409423828,77.11587524414062,Lifestyle Store,28.642456716012106,77.10651248983024,Shopping Mall,This spot is popular,general
688,Sadatpur,28.642963409423828,77.11587524414062,The California Boulevard,28.647734971643725,77.12004976458275,Diner,This spot is popular,general
689,Sadatpur,28.642963409423828,77.11587524414062,Bikanerwala,28.648670512180882,77.12272854612813,Indian Restaurant,This spot is popular,general
690,Sadatpur,28.642963409423828,77.11587524414062,McDonald's,28.649892855335075,77.12079131649215,Fast Food Restaurant,This spot is popular,general
691,Sadatpur,28.642963409423828,77.11587524414062,Dunkin' Donuts,28.642628,77.10658,Donut Shop,This spot is popular,general
692,Sadatpur,28.642963409423828,77.11587524414062,PVR Premiere,28.642450976245378,77.10660880282632,Multiplex,This spot is popular,general
693,Sadatpur,28.642963409423828,77.11587524414062,Wok In the Clouds,28.647384257623433,77.1193295511815,Pub,This spot is popular,general
694,Sadatpur,28.642963409423828,77.11587524414062,Spaghetti Kitchen,28.642186662979878,77.10660453958414,Italian Restaurant,This spot is popular,general
695,Sadatpur,28.642963409423828,77.11587524414062,Cocoa,28.642321947670553,77.10677785902901,Restaurant,This spot is popular,general
696,Sadatpur,28.642963409423828,77.11587524414062,Cafe Coffee Day,28.649834123094454,77.12154099560865,Café,This spot is popular,general
697,Sadatpur,28.642963409423828,77.11587524414062,Salt Food Court,28.64247688550462,77.10656411173467,Food Court,This spot is popular,general
698,Sadatpur,28.642963409423828,77.11587524414062,Costa Coffee,28.642346058969466,77.10641535587305,Coffee Shop,This spot is popular,general
699,Sadatpur,28.642963409423828,77.11587524414062,Punjab Grill,28.637146983152814,77.11997963508,Indian Restaurant,This spot is popular,general
700,Sadatpur,28.642963409423828,77.11587524414062,KFC,28.64247785090306,77.10656089623558,Fast Food Restaurant,This spot is popular,general
701,Sadatpur,28.642963409423828,77.11587524414062,Hinglish - The Colonial Cafe,28.642616483231667,77.10683575671433,Restaurant,This spot is popular,general
702,Sadatpur,28.642963409423828,77.11587524414062,sardar ji malai chaap wale,28.642816557335692,77.11379891961627,Indian Restaurant,This spot is popular,general
703,Sadatpur,28.642963409423828,77.11587524414062,McDonald's,28.649929761886597,77.1209442615509,Fast Food Restaurant,This spot is popular,general
704,Sadatpur,28.642963409423828,77.11587524414062,Tanishq,28.646660969530853,77.11792879669525,Jewelry Store,This spot is popular,general
705,Sadatpur,28.642963409423828,77.11587524414062,Godrej Nature's Basket,28.640467888967883,77.12052464649221,Gourmet Shop,This spot is popular,general
706,Sadatpur,28.642963409423828,77.11587524414062,Krishna Super Marche 37,28.640666,77.120935,Department Store,This spot is popular,general
707,Sadatpur,28.642963409423828,77.11587524414062,Tagore Garden,28.64855095603244,77.11371463492715,Garden,This spot is popular,general
708,Sadatpur,28.642963409423828,77.11587524414062,Chicago Pizza,28.642372033203937,77.10837648377533,Pizza Place,This spot is popular,general
709,Sadatpur,28.642963409423828,77.11587524414062,ARIA Music & Theatre Conservatory,28.64665203312707,77.1225121038109,Music Venue,This spot is popular,general
710,Sadatpur,28.642963409423828,77.11587524414062,Three Graces- Rajouri Garden,28.649955757994707,77.1161635084792,Spa,This spot is popular,general
711,Sadatpur,28.642963409423828,77.11587524414062,D Block Park,28.65080424736482,77.11299540316688,Park,This spot is popular,general
712,Sadatpur,28.642963409423828,77.11587524414062,Jamie's pizzeria,28.641242382596076,77.10658955477916,Pizza Place,This spot is popular,general
713,Sadatpur,28.642963409423828,77.11587524414062,Bindra Park,28.642983923738495,77.12551391389647,Park,This spot is popular,general
714,Sadatpur,28.642963409423828,77.11587524414062,Rajouri Garden Metro Station,28.649017765428198,77.12280035018921,Light Rail Station,This spot is popular,general
715,Sadatpur,28.642963409423828,77.11587524414062,PARX,28.650919646492287,77.12059020996094,Clothing Store,This spot is popular,general
716,Shahdara,28.68959045410156,77.27802276611328,Royal Enfield Showroom,28.69078,77.2786,Motorcycle Shop,This spot is popular,general
717,Shahdara,28.68959045410156,77.27802276611328,Axis Bank ATM,28.69077,77.27365,ATM,This spot is popular,general
718,Shahdara,28.68959045410156,77.27802276611328,yamuna vihar,28.68981594464307,77.28387603753107,Park,This spot is popular,general
719,Shahdara,28.68959045410156,77.27802276611328,V-Mart,28.689390298727957,77.28765773449813,Clothing Store,This spot is popular,general
720,Shastri Park,28.67005920410156,77.25174713134766,Shastri Park Metro Station,28.668430395460778,77.25055932998657,Metro Station,This spot is popular,general
721,Shastri Park,28.67005920410156,77.25174713134766,Spy Software in India,28.675810393887062,77.25305914878845,IT Services,This spot is popular,general
722,Yamuna Vihar,28.700580596923828,77.2721176147461,Domino's Pizza,28.70161,77.281235,Pizza Place,This spot is popular,general
723,Chandni Chowk,28.65624046325684,77.23233032226562,Haveli Dharampura,28.65324701401681,77.232309176437,Hotel,This spot is popular,general
724,Chandni Chowk,28.65624046325684,77.23233032226562,Jalebi Wala | जलेबी वाला,28.656177651209596,77.23352648405536,Dessert Shop,This spot is popular,general
725,Chandni Chowk,28.65624046325684,77.23233032226562,Karim's | करीम | کریم (Karim's),28.64949759295152,77.2336908547362,Indian Restaurant,This spot is popular,general
726,Chandni Chowk,28.65624046325684,77.23233032226562,Red Fort Archaeological Museum | लाल किला पुरातत्व संग्रहालय (Red Fort Archaeological Museum),28.655964042955148,77.23765543361783,Museum,This spot is popular,general
727,Chandni Chowk,28.65624046325684,77.23233032226562,Parawthe Wale,28.65603318700734,77.23050001546382,Indian Restaurant,This spot is popular,general
728,Chandni Chowk,28.65624046325684,77.23233032226562,Chandni Chowk | चाँदनी चौक (Chandni Chowk),28.656076323925312,77.23073986324933,Market,This spot is popular,general
729,Chandni Chowk,28.65624046325684,77.23233032226562,Jama Masjid  |जामा मस्जिद | جامع مسجد (Jama Masjid),28.650135601332995,77.23354094263017,Mosque,This spot is popular,general
730,Chandni Chowk,28.65624046325684,77.23233032226562,Haldiram's,28.656288944079645,77.23170543090595,Snack Place,This spot is popular,general
731,Chandni Chowk,28.65624046325684,77.23233032226562,Parathe Wali Gali | पराँठे वाली गली,28.65609952896119,77.2304785201278,Market,This spot is popular,general
732,Chandni Chowk,28.65624046325684,77.23233032226562,Jolly Creations Designer Boutique,28.662689090022976,77.2262995390695,Boutique,This spot is popular,general
733,Chandni Chowk,28.65624046325684,77.23233032226562,Spice Market,28.65728706392764,77.22259509232056,Food & Drink Shop,This spot is popular,general
734,Chandni Chowk,28.65624046325684,77.23233032226562,Red Fort | Lal Qila | लाल क़िला | لال قلعہ (Red Fort (Lal Qila)),28.655758930875194,77.2419548034668,Monument / Landmark,This spot is popular,general
735,Chandni Chowk,28.65624046325684,77.23233032226562,Giani's Di Hatti Rabri Faluda,28.657888576966172,77.22329632154401,Dessert Shop,This spot is popular,general
736,Chandni Chowk,28.65624046325684,77.23233032226562,Kake Di Hatti | काके दी हट्टी,28.658049584701654,77.2233770564683,Indian Restaurant,This spot is popular,general
737,Chandni Chowk,28.65624046325684,77.23233032226562,Al Jawahar | अल जवाहर | امام جواہر,28.649608846249652,77.23355530889293,Indian Restaurant,This spot is popular,general
738,Chandni Chowk,28.65624046325684,77.23233032226562,Babu Ram Paranthe Wale,28.655820126621173,77.23044812679291,Indian Restaurant,This spot is popular,general
739,Chandni Chowk,28.65624046325684,77.23233032226562,Nai Sarak | नई सड़क,28.65283927807197,77.22870777607294,Paper / Office Supplies Store,This spot is popular,general
740,Chandni Chowk,28.65624046325684,77.23233032226562,Kinari Bazaar | किनारी बाजार,28.6548009358371,77.23301890281758,Flea Market,This spot is popular,general
741,Chandni Chowk,28.65624046325684,77.23233032226562,McDonald's,28.661166313684927,77.22759628817572,Fast Food Restaurant,This spot is popular,general
742,Chandni Chowk,28.65624046325684,77.23233032226562,Chawri Bazaar | चावड़ी बाजार,28.649770989776663,77.22736358642578,Hardware Store,This spot is popular,general
743,Chandni Chowk,28.65624046325684,77.23233032226562,Giani Kulfi,28.657846916335412,77.22323113685417,Dessert Shop,This spot is popular,general
744,Chandni Chowk,28.65624046325684,77.23233032226562,Pt. Gaya Prasad Shiv Charan Paranthewale | पंडित गया प्रसाद शिव चरण परांठे वाले,28.656027192178698,77.23043753835134,Indian Restaurant,This spot is popular,general
745,Chandni Chowk,28.65624046325684,77.23233032226562,Natraj | नटराज,28.656357336560394,77.23058723790143,Snack Place,This spot is popular,general
746,Chandni Chowk,28.65624046325684,77.23233032226562,McDonald's,28.656161882924813,77.23420838244962,Fast Food Restaurant,This spot is popular,general
747,Chandni Chowk,28.65624046325684,77.23233032226562,McDonald's,28.66128895525179,77.22716404005617,Fast Food Restaurant,This spot is popular,general
748,Chandni Chowk,28.65624046325684,77.23233032226562,Old Famous Jalebi Waala,28.6560115814209,77.23360443115234,Indian Restaurant,This spot is popular,general
749,Chandni Chowk,28.65624046325684,77.23233032226562,Pt. Kanhaiya Lal Durga Prashad Dixit Parawthe Wala,28.656108981032254,77.2304648037729,Indian Restaurant,This spot is popular,general
750,Chandni Chowk,28.65624046325684,77.23233032226562,Kashmere Gate,28.663699361958138,77.22967068287404,Historic Site,This spot is popular,general
